회사명,제목,마감일,주소,급여
한전KDN,한전KDN(주) 제주사업처 배전공가 일용근로자 모집공고(재공고),24/11/19,https://www.work.go.kr/empInfo/empInfoSrch/detail/retriveNaraAlioJobDtlVw.do?searchInfoType=ALI&empInfoGbn=ALI&empSeq=278152&callPage=detail&rtnTarget=list11&pageIndex=2&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@ed7ae2b0&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
(주)구름,[구름] 교육 운영 매니저 모집 (제주),24/11/19,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49342344&rtnTarget=list12&pageIndex=2&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@ed7ae2b0&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
(주)하이프로,"건물관리·보수, 시설관리  채용",24/12/01,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CIN&iorgGbcd=CIN&callPage=detail&wantedAuthNo=2411050003365&rtnTarget=list13&pageIndex=2&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@ed7ae2b0&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,"연봉3,000만원~3,200만원"
(주)신동아문구,신동아문구 정규직 채용 공고,24/12/05,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49340527&rtnTarget=list14&pageIndex=2&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@ed7ae2b0&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,"연봉2,650만원~2,650만원"
동산내과의원,제주시 동산내과에서 방사선사 선생님 모집합니다.,25/01/04,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49339669&rtnTarget=list15&pageIndex=2&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@ed7ae2b0&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
(주)마린케어,건물 미화 및 관리,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49339121&rtnTarget=list16&pageIndex=2&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@ed7ae2b0&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
사단법인 마음더하기,발달장애인 성인주간활동 서비스 제공인력 채용 (월~금 9~18시),24/11/19,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49338609&rtnTarget=list17&pageIndex=2&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@ed7ae2b0&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,월급217만원~217만원
의료법인혜인의료재단한국병원,한국병원 간호부 병동 업무보조 채용,24/11/11,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49337877&rtnTarget=list18&pageIndex=2&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@ed7ae2b0&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,"연봉2,750만원~2,750만원"
제주부동산중개L,[제주] 함께 할 소속공인중개사 및 중개보조원 모집합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49337854&rtnTarget=list19&pageIndex=2&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@ed7ae2b0&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,회사내규에따름
(주)커피빈코리아,커피빈 제주애월DT점 8H 슈퍼바이저 채용,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=49335000&rtnTarget=list20&pageIndex=2&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&regionArr=[Ljava.lang.String;@ed7ae2b0&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&region=50000&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&staAreaLineInfo1=11000&staAreaLineInfo2=1&codeDepth1Info=11000&codeDepth2Info=11000&listCookieInfo=DTL&srchJobNum=0&resultCntInfo=50&sortOrderByInfo=DESC&sortFieldInfo=DATE&essCertChk=N&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=50&&onlyTitleSrchYn=N&keywordWantedTitle=N&keywordBusiNm=N&keywordStaAreaNm=N,월급232만원~232만원
삼성증권주식회사,[삼성증권] 장애인만채용-제주WM지점 청소원(1명),24/12/31,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=Dd04212411040049&rtnTarget=list21,"시급9,900원~9,900원"
제주특별자치도 아이돌봄 광역지원센터,제주특별자치도 아이돌봄 광역지원센터 채용 공고,24/11/18,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040049&rtnTarget=list22,월급214만원이상
간호사가여는빛사랑통합돌봄재활센터,작업치료사/물리치료사,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11202411040002&rtnTarget=list23,월급240만원~240만원
솔담한방병원,원무팀 *신입 및 경력* 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040048&rtnTarget=list24,"연봉2,500만원이상"
서귀포혁신부영사랑으로어린이집,어린이집 보육교직원(조리사) 공개 채용,24/11/19,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022411040010&rtnTarget=list25,월급105만원이상
지역주민협의회,"서귀포의 희망을 만들어갈 인재(기획, 홍보)를 찾습니다.",24/12/20,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022411040009&rtnTarget=list26,월급230만원~240만원
태성수산 영어조합법인,양식장 직원모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022411040007&rtnTarget=list27,"시급9,860원~9,860원"
최고이비인후과,최고이비인후과 외래 간호조무사 구합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040047&rtnTarget=list28,"연봉3,000만원~3,200만원"
신명진수산,양식장 직원 구함,25/01/03,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022411040006&rtnTarget=list29,"시급9,860원이상"
현정보시스템,영상 편집 촬영경력자 모집,24/11/15,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040046&rtnTarget=list30,월급220만원~230만원
우암수산,양식장 직원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022411040005&rtnTarget=list31,"시급9,860원이상"
제주동부신용협동조합,제주동부신용협동조합(신입/경력) 채용 공고,24/11/15,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040045&rtnTarget=list32,"연봉3,000만원~4,500만원"
제민요양원,제민요양원 사회복지사 채용공고,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040044&rtnTarget=list33,월급230만원~250만원
아라요양원,아라요양원  요양보호사  추가 채용공고,24/11/24,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040043&rtnTarget=list34,월급259만원이상
아라요양원,아라요양원 정원 증가에 따른 위생원 추가 채용공고,24/11/24,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040042&rtnTarget=list35,월급244만원이상
아라요양원,아라요양원 정원 증가로 인한 일반간호사 추가 모집,24/11/24,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040041&rtnTarget=list36,월급278만원이상
제민요양원,제민요양원 요양보호사 채용합니다.,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040040&rtnTarget=list37,월급240만원~250만원
아라요양원,아라요양원 정원 증가로 인한 간호조무사 추가 모집,24/11/24,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040039&rtnTarget=list38,월급268만원이상
주식회사 로드랜드엠,그린필드컨트리 클럽 레스토랑에서 근무하실 홀 서빙 정직원 모집,24/12/02,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040038&rtnTarget=list39,월급230만원~240만원
주식회사우정소방,소방안전관리자 구합니다.(경력자),채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040037&rtnTarget=list40,"연봉3,000만원이상"
신천수산,양식장 직원 모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022411040004&rtnTarget=list41,"시급9,860원이상"
주식회사 아이진,아이진호텔 룸메이드 모집,24/11/30,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040036&rtnTarget=list42,월급224만원~224만원
제주장애인주간활동센터,제주장애인주간활동센터 직원 채용 공고(7급),24/11/18,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040035&rtnTarget=list43,월급220만원이상
(주)감정평가법인대일감정원제주지사,(주)감정평가법인 대일감정원(제주지사) 현장조사업무 신입 채용,24/11/29,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040033&rtnTarget=list44,"연봉2,500만원~2,500만원"
은현어린이집,신규 반구성으로 인해 2024년 12월부터 근무할 담임교사(보육교사)모집,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163022411040003&rtnTarget=list45,월급217만원이상
주식회사 콜코리,SB골프연습장 시설관리 소장 구인,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040032&rtnTarget=list46,월급321만원~321만원
사단법인제주외국인평화공동체,사)제주외국인평화공동체 시설장(서귀포시가족센터장) 채용,24/11/16,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040031&rtnTarget=list47,월급300만원~600만원
사단법인제주외국인평화공동체,사)제주외국인평화공동체 시설장(서귀포이주민센터장) 채용,24/11/16,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040030&rtnTarget=list48,월급220만원~300만원
사단법인제주외국인평화공동체,사)제주외국인평화공동체 시설장(제주이주민센터장) 채용,24/11/16,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040028&rtnTarget=list49,월급220만원~300만원
사단법인제주외국인평화공동체,사)제주외국인평화공동체 시설장(어우렁다우렁 사장) 채용,24/11/16,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040027&rtnTarget=list50,월급220만원~300만원
사단법인제주외국인평화공동체,사)제주외국인평화공동체 시설장(제주외국인노동자지원센터장) 채용,24/11/16,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040026&rtnTarget=list1,월급300만원~600만원
더케이텍(주),제주공항 여객청사 內 여객운송 서비스 직원 모집,24/11/09,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120142411040020&rtnTarget=list2,"연봉2,900만원이상"
사단법인제주외국인평화공동체,사)제주외국인평화공동체 시설장(제주난민지원센터) 채용,24/11/16,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040025&rtnTarget=list3,월급220만원~300만원
주식회사산들엔,(주)산들엔 신입사원 모집 공고,채용시까지,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040024&rtnTarget=list4,"연봉2,800만원이상"
사단법인제주외국인평화공동체,사)제주외국인평화공동체 시설장(쉴만한 물가장)채용,24/12/31,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040023&rtnTarget=list5,월급300만원~600만원
(주)월자제지,"공무(기계설비,정비) 채용",24/12/04,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040022&rtnTarget=list6,"연봉4,500만원~5,000만원"
제주시각장애인복지관,제주시각장애인복지관 직원 채용 공고(언어재활사),24/11/19,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040021&rtnTarget=list7,월급214만원이상
제주시각장애인복지관,제주시각장애인복지관 직원 채용 공고(사회복지사 또는 체육지도자 대체인력),24/11/19,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040020&rtnTarget=list8,월급214만원이상
주식회사 디오션,[청년 일자리 지원사업] 식품 연구개발 분야 인재 모집,24/11/13,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040019&rtnTarget=list9,월급250만원~300만원
주식회사 디오션,[청년 일자리 지원사업] 해외 영업 및 마케팅 분야 인재 모집,24/11/13,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040018&rtnTarget=list10,월급250만원~300만원
제주시각장애인복지관,제주시각장애인복지관 직원 채용 재공고(조리사),24/11/19,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K163012411040017&rtnTarget=list11,월급206만원이상
